,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
356,Vao,-22.6667,167.4833,70.74,68,79,15.28,NC,1666202620
357,Bara,10.3744,10.7288,81.14,38,37,2.66,NG,1666202620
358,Kulu,39.0951,33.0799,61.75,59,40,4.38,TR,1666202621
359,Pokhara,28.2333,83.9833,59.92,63,2,6.42,NP,1666202621
360,Golden,39.7555,-105.2211,74.1,18,0,5.01,US,1666202622
361,Atasū,48.6814,71.6433,45.57,45,100,24.7,KZ,1666202622
362,Tagusao,9.1924,117.8141,79.23,86,97,4.05,PH,1666202622
363,Sinnamary,5.3833,-52.95,83.5,73,84,10.51,GF,1666202623
364,Valparaíso,-33.0393,-71.6273,64.63,79,20,12.66,CL,1666202336
365,San Francisco,37.7749,-122.4194,83.32,53,36,5.01,US,1666202106
366,Aswān,24.0934,32.907,84.49,25,55,14.85,EG,1666202623
367,Gbadolite,4.2833,21.0167,72.7,94,56,3.56,CD,1666202623
368,Port-Gentil,-0.7193,8.7815,78.76,94,75,12.66,GA,1666202624
369,Campbell River,50.0163,-125.2446,56.44,61,12,1.86,CA,1666202624
370,Vila do Maio,15.1333,-23.2167,86.79,80,13,11.39,CV,1666202624
371,Atkinson,42.8384,-71.147,58.15,47,40,12.66,US,1666202625
372,Ekhabi,53.5102,142.9671,35.56,83,55,10.36,RU,1666202625
373,Oranjestad,12.524,-70.027,87.75,66,40,18.41,AW,1666202200
374,Río Gallegos,-51.6226,-69.2181,52.61,49,100,10.98,AR,1666202519
375,Belle Fourche,44.6714,-103.8522,71.08,29,22,17.81,US,1666202626
376,San Ramon,37.7799,-121.978,83.77,35,0,1.99,US,1666202577
377,Khani,41.9563,42.9566,54.97,80,100,2.95,GE,1666202627
378,Ankpa,7.3706,7.6253,76.19,81,89,2.42,NG,1666202629
379,Emerald,-23.5333,148.1667,68.14,100,100,2.3,AU,1666202629
380,Okha,53.5739,142.9478,36.5,80,48,10.83,RU,1666202629
381,São Félix do Xingu,-6.6447,-51.995,89.83,45,73,1.48,BR,1666202629
382,Trofors,65.5333,13.4063,44.47,96,100,6.58,NO,1666202630
383,Ilorin,8.5,4.55,80.82,58,23,5.08,NG,1666202631
384,Fayaoué,-20.65,166.5333,74.43,74,50,15.99,NC,1666202631
385,Deputatsky,69.3,139.9,-7.87,88,16,4.07,RU,1666202631
386,Sosnovo-Ozerskoye,52.5249,111.5418,27.66,84,89,3.62,RU,1666202632
387,Warrensburg,38.7628,-93.7361,51.57,21,0,9.22,US,1666202192
388,Kupang,-10.1667,123.5833,79.81,82,51,3.49,ID,1666202632
389,Bāfq,31.6128,55.4107,69.89,31,2,5.84,IR,1666202632
390,Kitsuki,33.4167,131.6167,54.86,71,18,3.8,JP,1666202633
391,Marrakesh,31.6315,-8.0083,87.87,27,40,6.91,MA,1666202423
392,Warrnambool,-38.3833,142.4833,51.22,90,3,9.6,AU,1666202633
393,Mâncio Lima,-7.6142,-72.8958,91.74,46,81,2.17,BR,1666202634
394,Humboldt,40.6665,-123.9178,56.52,13,2,2.01,US,1666202634
395,Riyadh,24.6877,46.7219,80.74,12,32,3.69,SA,1666202634
396,Aksarka,66.5606,67.7975,36.88,91,99,12.17,RU,1666202635
397,Alta Floresta,-9.8756,-56.0861,88.86,47,92,3.87,BR,1666202635
398,Geraldton,-28.7667,114.6,63.01,82,100,4.61,AU,1666202489
399,Hasaki,35.7333,140.8333,54.28,55,26,16.42,JP,1666202635
400,Najrān,17.4924,44.1277,71.13,21,15,4.63,SA,1666202636
401,Kenora,49.8167,-94.4337,43.41,27,55,4.59,CA,1666202636
402,Eyl,7.9803,49.8164,79.03,80,59,17.98,SO,1666202636
403,Korla,41.7597,86.1469,54.86,38,75,16.28,CN,1666202637
404,Sorong,-0.8833,131.25,79.16,83,96,3.51,ID,1666202637
405,Caucayá,-0.1934,-74.7819,84.06,77,99,3.06,CO,1666202638
406,Waingapu,-9.6567,120.2641,80.4,81,94,1.79,ID,1666202639
407,Port Blair,11.6667,92.75,80.64,83,75,9.22,IN,1666202378
408,Lake Havasu City,34.4839,-114.3224,84.45,30,0,4.61,US,1666202567
409,Talnakh,69.4865,88.3972,34.12,98,100,13.44,RU,1666202639
410,Kurchum,48.5722,83.6542,40.21,54,59,2.89,KZ,1666202639
411,San Cristobal,7.7669,-72.225,80.78,72,69,3.89,VE,1666202640
412,Labis,2.385,103.021,76.8,83,81,0.96,MY,1666202640
413,Cidreira,-30.1811,-50.2056,68.5,82,56,7.9,BR,1666202640
414,Nabire,-3.3667,135.4833,75.56,91,100,2.55,ID,1666202640
415,Victor Harbor,-35.5667,138.6167,59.0,89,60,8.75,AU,1666202641
416,Namatanai,-3.6667,152.4333,78.98,76,100,6.64,PG,1666202641
417,Namtsy,62.7161,129.6658,16.63,97,100,3.04,RU,1666202641
418,Forchheim,49.7175,11.0588,55.62,90,44,5.17,DE,1666202642
419,Dekar,-21.5333,21.9333,80.56,32,83,4.21,BW,1666202642
420,Parakai,-36.65,174.4333,54.72,75,85,12.86,NZ,1666202643
421,Labuan,5.2767,115.2417,81.57,79,100,4.97,MY,1666202578
422,Berwick,41.0545,-76.2333,48.0,72,96,9.84,US,1666202643
423,Ola,59.5833,151.2833,23.16,51,98,19.19,RU,1666202644
424,Saint Anthony,45.0205,-93.218,45.82,36,0,10.36,US,1666202644
425,Kudahuvadhoo,2.6708,72.8944,81.46,76,85,12.17,MV,1666202644
426,Moramanga,-18.9333,48.2,57.27,98,70,2.19,MG,1666202645
427,Teluk Nibung,3.001,99.8164,77.52,90,100,4.36,ID,1666202645
428,Lavrentiya,65.5833,-171.0,36.05,89,100,26.62,RU,1666202646
429,Ampanihy,-24.7,44.75,70.61,78,6,11.12,MG,1666202646
430,Chuncheng,22.1731,111.7886,66.56,37,100,4.85,CN,1666202647
431,Sibolga,1.7427,98.7792,75.74,85,95,2.3,ID,1666202648
432,Mikkeli,61.6886,27.2723,33.15,93,0,3.44,FI,1666202525
433,Valle de Allende,26.9333,-105.4,57.6,79,100,4.7,MX,1666202648
434,Ban Nahin,18.2418,104.2122,66.02,61,98,4.7,LA,1666202649
435,Monkey Bay,-14.0728,34.9201,80.64,59,51,5.08,MW,1666202649
436,Tual,-5.6667,132.75,84.09,71,99,4.72,ID,1666202650
437,Birao,10.2849,22.7882,79.41,40,3,3.78,CF,1666202650
438,Yenagoa,4.9247,6.2642,77.0,90,93,4.5,NG,1666202651
439,Muisne,0.6,-80.0333,76.57,78,99,11.45,EC,1666202651
440,Gushikawa,26.3544,127.8686,74.43,73,40,19.77,JP,1666202652
441,Mucurapo,10.6667,-61.5333,88.12,66,43,1.01,TT,1666202653
442,Minot,48.2325,-101.2963,62.78,27,4,13.22,US,1666202481
443,Pingzhuang,42.0372,119.2889,47.03,32,4,3.8,CN,1666202655
444,Bac Lieu,9.285,105.7244,77.95,88,87,7.4,VN,1666202655
445,Dunedin,-45.8742,170.5036,45.81,70,76,4.94,NZ,1666202455
446,Assiut,27.181,31.1837,76.3,37,2,8.79,EG,1666202657
447,Grootfontein,-19.5667,18.1167,77.23,30,71,7.05,NA,1666202657
448,Black River,18.0264,-77.8487,85.5,68,32,8.86,JM,1666202657
449,Poum,-20.2333,164.0167,75.34,75,71,11.34,NC,1666202658
450,Pangoa,-12.1167,-73.0,90.45,39,66,5.55,PE,1666202658
451,Leshukonskoye,64.8989,45.7622,33.84,97,100,8.52,RU,1666202659
452,Ostrovnoy,68.0531,39.5131,38.66,95,100,30.49,RU,1666202660
453,Khowst,33.3833,69.8833,62.94,40,43,3.91,AF,1666202660
454,Hornepayne,49.2138,-84.7705,28.53,86,100,10.85,CA,1666202660
455,Kirando,-7.4167,30.6,78.49,60,44,6.91,TZ,1666202661
456,Kingsville,27.5159,-97.8561,70.21,34,0,10.36,US,1666202662
457,Panzhihua,26.5851,101.7128,59.09,79,5,0.69,CN,1666202662
458,Araouane,18.9048,-3.5265,93.56,14,57,3.74,ML,1666202663
459,Bilibino,68.0546,166.4372,16.77,90,100,9.1,RU,1666202664
460,Olafsvik,64.8945,-23.7142,44.42,83,100,18.07,IS,1666202664
461,Alekseyevsk,57.8406,108.3492,31.17,98,100,3.27,RU,1666202665
462,Te Anau,-45.4167,167.7167,39.07,91,98,6.33,NZ,1666202665
463,Algiers,36.7525,3.042,78.62,44,0,4.61,DZ,1666202429
464,Ghanzi,-21.5667,21.7833,80.51,32,72,6.78,BW,1666202665
465,Mehamn,71.0357,27.8492,39.11,70,75,28.77,NO,1666202666
466,Mardin,37.3131,40.7436,68.77,36,68,3.24,TR,1666202666
467,Uyuni,-20.4597,-66.825,59.36,5,0,20.2,BO,1666202667
468,Fort Smith,35.3859,-94.3986,54.18,25,0,5.23,US,1666202474
469,Madisonville,37.3281,-87.4989,55.22,27,0,1.01,US,1666202667
470,Neuquén,-38.9516,-68.0591,78.69,36,20,5.75,AR,1666202589
471,Bull Savanna,17.8868,-77.5902,83.59,66,24,10.0,JM,1666202668
472,Santa Fe,-31.6333,-60.7,71.01,79,80,1.99,AR,1666202277
473,Corinth,37.9407,22.9573,62.89,49,0,2.28,GR,1666202668
474,Berlevåg,70.8578,29.0864,39.15,65,100,32.21,NO,1666202669
475,Darhan,49.4867,105.9228,38.03,68,100,5.66,MN,1666202669
476,Boyolangu,-8.1181,111.8935,75.06,93,100,1.72,ID,1666202669
477,Berdigestyakh,62.0989,126.6992,23.92,94,100,8.59,RU,1666202670
478,Minudasht,37.2289,55.3747,68.23,43,0,5.32,IR,1666202672
479,Koungou,-12.7336,45.2042,74.91,83,0,4.61,YT,1666202673
480,Tromsø,69.6496,18.957,39.22,81,75,9.22,NO,1666202673
481,Shelburne,44.0787,-80.2041,45.75,76,76,10.49,CA,1666202441
482,Poya,-21.35,165.15,69.49,82,41,5.12,NC,1666202673
483,Khasan,42.4308,130.6434,46.78,69,0,5.57,RU,1666202674
484,Alizai,33.5383,70.3462,66.27,37,47,4.79,PK,1666202674
485,Tamale,9.4008,-0.8393,84.02,54,74,2.91,GH,1666202674
486,Praia da Vitória,38.7333,-27.0667,64.76,87,100,23.51,PT,1666202674
487,Ferrol,43.4832,-8.2369,63.68,73,18,13.82,ES,1666202675
488,Palmer,42.1584,-72.3287,54.25,44,75,12.66,US,1666202675
489,Kalmunai,7.4167,81.8167,79.52,82,87,4.54,LK,1666202676
490,Muroto-misakicho,33.2833,134.15,63.61,62,3,13.73,JP,1666202676
491,Arman',59.7,150.1667,19.4,58,74,7.99,RU,1666202677
492,Irtyshskiy,58.3333,68.1333,39.99,89,100,7.29,RU,1666202677
493,Caloundra,-26.8,153.1333,69.89,90,100,4.0,AU,1666202677
494,Torrington,41.8007,-73.1212,53.69,55,5,4.0,US,1666202653
495,Hauterive,46.0901,3.4459,74.16,55,42,3.58,FR,1666202678
496,Beaupré,47.0443,-70.8953,54.95,95,75,7.0,CA,1666202678
497,Uporovo,56.3109,66.2693,41.11,90,100,6.6,RU,1666202679
498,Hualmay,-11.0964,-77.6139,67.15,70,86,13.11,PE,1666202679
499,Balkanabat,39.5108,54.3671,63.46,47,0,15.37,TM,1666202680
500,Circleville,39.6006,-82.946,46.49,57,100,17.27,US,1666202494
501,Lata,40.1629,-8.3327,64.81,86,91,8.12,PT,1666202680
502,Andros,37.8333,24.9333,64.96,69,0,5.01,GR,1666202681
503,Nador,35.174,-2.9287,71.85,88,20,2.3,MA,1666202681
504,Bereda,43.2686,-7.5406,56.41,96,43,6.44,ES,1666202681
505,Yerbogachën,61.2767,108.0108,27.25,84,80,7.56,RU,1666202682
506,Krasnopavlivka,49.1372,36.3272,50.5,92,100,6.42,UA,1666202683
507,Awjilah,29.1081,21.2869,72.59,43,26,9.19,LY,1666202683
508,Lüneburg,53.25,10.4,48.74,68,22,6.06,DE,1666202684
509,Sasovo,54.3537,41.9199,45.1,95,95,1.01,RU,1666202684
510,Kanniyākumāri,8.0833,77.5667,79.59,82,99,14.23,IN,1666202684
511,Carballo,43.213,-8.691,62.87,84,26,9.75,ES,1666202685
512,Chihuahua,28.5,-106.0,60.21,58,45,5.46,MX,1666202650
513,Lima,-12.0432,-77.0282,64.65,63,75,6.91,PE,1666202626
514,Westport,41.1415,-73.3579,55.72,49,0,14.97,US,1666202494
515,Champerico,14.3,-91.9167,84.06,74,39,18.59,GT,1666202685
516,Lüderitz,-26.6481,15.1594,61.05,89,41,13.8,NA,1666202685
517,Empalme,27.9667,-110.8167,88.36,48,0,4.25,MX,1666202686
518,Porto-Novo,6.4965,2.6036,78.82,82,54,7.16,BJ,1666202686
519,Pacific Grove,36.6177,-121.9166,89.65,54,77,1.99,US,1666202470
520,Longyan,25.1072,117.0225,56.34,70,86,4.29,CN,1666202688
521,Tiarei,-17.5333,-149.3333,80.62,77,1,7.65,PF,1666202688
522,Lagunas,-5.2269,-75.6753,86.58,71,85,2.08,PE,1666202688
523,Moindou,-21.6924,165.677,70.52,77,49,4.14,NC,1666202689
524,Ballina,-28.8667,153.5667,64.78,99,100,11.39,AU,1666202689
525,Oktyabr'skoye,43.0645,44.7417,42.94,93,84,6.71,RU,1666202690
526,Mana,5.6592,-53.7767,85.28,67,63,12.46,GF,1666202690
527,Tautira,-17.7333,-149.15,77.34,78,2,11.79,PF,1666202690
528,North Branch,45.5113,-92.9802,45.01,57,100,5.99,US,1666202447
529,Mount Isa,-20.7333,139.5,67.77,77,0,3.44,AU,1666202492
530,Hong Gai,20.956,107.0946,62.51,88,100,4.23,VN,1666202691
531,Conway,35.0887,-92.4421,55.71,37,0,4.61,US,1666202691
532,Meadow Lake,34.8014,-106.5436,66.43,56,0,4.18,US,1666202616
533,Mattru,7.6244,-11.8332,76.62,93,68,5.17,SL,1666202691
534,Lorengau,-2.0226,147.2712,80.65,71,99,6.85,PG,1666202692
535,Khudumelapye,-23.8833,24.75,76.37,40,96,8.68,BW,1666202692
536,Severo-Kuril'sk,50.6789,156.125,39.58,70,85,32.7,RU,1666202692
537,Dutse,11.7594,9.3392,82.29,27,57,5.46,NG,1666202692
538,Elliot,-31.3333,27.85,64.92,55,43,5.32,ZA,1666202693
539,Linxia Chengguanzhen,35.6003,103.2064,53.47,77,98,0.98,CN,1666202693
540,Tynda,55.1667,124.7167,22.82,91,60,2.68,RU,1666202693
541,Rome,43.2128,-75.4557,47.95,62,100,13.8,US,1666202643
542,Poltavka,54.3663,71.7632,40.98,88,100,12.88,RU,1666202694
543,Rabat,33.9911,-6.8401,71.67,91,40,3.44,MA,1666202694
544,Harper,4.375,-7.7169,78.21,82,57,8.21,LR,1666202694
545,Bella Vista,36.4295,-94.2316,51.57,23,0,6.91,US,1666202578
546,Shingū,33.7333,135.9833,53.56,67,0,5.99,JP,1666202695
547,Acajutla,13.5928,-89.8275,83.14,78,31,9.98,SV,1666202695
548,Matara,5.9485,80.5353,77.25,90,100,8.9,LK,1666202695
549,Naze,28.3667,129.4833,68.65,62,18,18.75,JP,1666202699
550,Calama,-22.4667,-68.9333,70.07,9,0,23.09,CL,1666202432
551,Divnoye,45.9089,43.3547,57.07,60,1,7.4,RU,1666202703
552,Terney,45.0503,136.6092,39.67,57,49,6.46,RU,1666202708
553,Maïné Soroa,13.2114,12.0241,89.31,18,8,9.98,NE,1666202709
554,Cayenne,4.9333,-52.3333,87.84,70,20,11.5,GF,1666202710
555,San Carlos,9.6612,-68.5827,89.1,55,30,4.45,VE,1666202710
556,Mtambile,-5.3833,39.7,75.61,80,5,13.58,TZ,1666202711
557,Floriano,-6.7669,-43.0225,100.62,22,51,10.13,BR,1666202711
558,Omsukchan,62.5333,155.8,6.44,94,100,6.4,RU,1666202712
559,Gizo Government Station,-8.103,156.8419,82.02,74,29,3.27,SB,1666202713
560,Matata,-37.8833,176.75,49.84,79,79,9.19,NZ,1666202714
561,Selma,36.5708,-119.6121,80.19,52,0,3.44,US,1666202715
562,Verkh-Usugli,52.7,115.1667,28.62,75,80,4.03,RU,1666202715
